"Дата","Регион","Заражений","Выздоровлений","Смертей","Смертей за день","Заражений за день","Выздоровлений за день"
09.04.2021,Приморский край,42803,40031,693,1,46,98
09.09.2020,Камчатский край,3981,3202,42,0,14,6
11.06.2021,Мордовия,21278,18939,295,0,28,38
02.07.2020,Саратовская обл.,6645,3569,44,0,99,19
19.09.2020,Северная Осетия,5440,4607,68,0,32,8
02.10.2021,Рязанская обл.,42588,38932,1122,4,135,127
10.10.2021,Алтай,21909,20661,374,1,43,11
25.03.2020,Саха (Якутия),10,0,0,0,3,0
24.04.2021,ХМАО – Югра,55691,54373,790,0,67,72
24.09.2021,Крым,77119,66416,2519,15,308,207
25.12.2020,Тверская обл.,20843,16025,441,3,236,535
28.08.2020,Пермский край,7697,5395,209,3,59,40
21.04.2021,Еврейская АО,4465,4276,125,0,1,2
24.04.2021,Алтай,16790,16495,228,2,6,2
07.12.2020,Ивановская обл.,16964,12259,291,10,168,56
27.02.2021,Тамбовская обл.,26154,23986,341,3,119,195
13.03.2020,ХМАО – Югра,0,0,0,0,0,0
28.04.2020,Ленинградская обл.,781,105,0,0,38,25
12.12.2020,Татарстан,11412,10007,164,3,89,85
15.01.2021,Челябинская обл.,39152,26039,634,9,293,390
17.05.2020,Ульяновская обл.,1260,276,5,0,101,13
27.03.2020,Курганская обл.,1,0,0,0,0,0
23.09.2020,Костромская обл.,4417,3239,59,1,38,26
12.12.2020,Сахалинская обл.,12963,9870,10,0,140,72
05.09.2021,Ямало-Ненецкий АО,48076,46171,639,4,101,114
20.09.2020,Волгоградская обл.,14063,12363,131,1,98,29
27.02.2021,Чечня,11287,10727,111,0,12,35
12.04.2021,Кабардино-Балкария,23255,22280,431,0,34,35
23.04.2021,Коми,42994,41786,881,3,44,41
14.09.2020,Коми,7114,6094,91,0,53,0
12.03.2021,Хабаровский край,49602,47041,308,2,59,69
08.11.2021,Ненецкий АО,2894,2697,65,0,18,2
07.08.2021,Чечня,16821,13300,364,5,123,54
17.08.2021,Омская обл.,67829,57490,1790,11,385,197
21.12.2020,Москва,743697,572541,10469,75,7797,4798
02.06.2020,Свердловская обл.,6024,2510,31,2,292,173
20.08.2021,Чувашия,30830,28041,1897,9,80,68
11.11.2020,Марий Эл,6619,5380,72,3,47,138
23.01.2021,Карачаево-Черкессия,17003,15343,49,0,77,74
08.09.2020,Карелия,3321,2388,16,0,5,27
19.05.2020,Санкт-Петербург,11340,2272,95,5,453,63
05.04.2021,Самарская обл.,56732,53485,1146,11,199,196
02.06.2020,Кировская обл.,1828,981,17,0,77,0
21.08.2021,Ивановская обл.,43976,40293,1445,3,124,123
29.09.2021,Томская обл.,43560,36530,565,0,94,65
01.10.2021,Челябинская обл.,96417,83163,3416,26,384,279
17.07.2020,Ингушетия,3393,2533,71,0,27,2
13.09.2020,Алтай,2514,2096,11,0,37,16
07.11.2021,Тамбовская обл.,49817,46908,1173,8,206,151
06.01.2021,Удмуртия,20940,17256,407,3,213,203
14.11.2021,Карачаево-Черкессия,28721,24965,837,5,90,90
27.07.2021,Иркутская обл.,83836,71940,3595,33,391,218
13.11.2020,Калининградская обл.,8483,5482,105,0,145,106
01.09.2021,Сахалинская обл.,30687,29271,216,4,94,152
27.06.2020,Севастополь,223,173,3,0,3,2
24.12.2020,Ямало-Ненецкий АО,30893,23236,314,2,177,223
31.07.2021,Курская обл.,46446,43453,1091,5,186,134
09.05.2021,Кировская обл.,42673,40070,354,0,65,62
13.06.2021,Костромская обл.,21976,19232,498,0,41,9
25.07.2020,Псковская обл.,3554,2410,51,2,20,52
24.11.2021,Ленинградская обл.,88124,68927,2747,10,425,435
09.12.2020,Крым,17661,13500,345,8,278,315
02.07.2020,Хабаровский край,4386,2200,29,0,86,18
04.08.2020,Кабардино-Балкария,6039,5597,71,0,15,19
31.05.2021,Волгоградская обл.,59795,57031,1312,8,90,86
06.06.2021,Амурская обл.,22838,22212,293,0,28,24
19.04.2021,Мурманская обл.,50072,47480,1137,1,30,10
28.06.2021,Воронежская обл.,89967,85183,3193,10,253,249
12.09.2020,Брянская обл.,8606,7046,35,0,35,19
07.01.2021,Алтайский край,34365,31806,943,9,203,254
21.10.2020,Новосибирская обл.,15506,13259,542,3,186,92
05.04.2021,Владимирская обл.,30327,27413,1013,4,69,72
17.09.2020,Смоленская обл.,6378,5596,137,0,9,20
25.12.2020,Алтай,13429,12746,89,4,98,61
18.06.2020,Мордовия,2818,1755,22,0,56,58
14.04.2021,Калужская обл.,33170,31063,298,0,62,72
30.06.2020,Чукотский АО,138,129,1,0,0,4
08.08.2021,Ярославская обл.,51317,44445,890,5,197,97
13.05.2021,Карачаево-Черкессия,20221,19924,90,2,12,3
28.08.2020,Крым,2187,1585,30,2,56,28
25.06.2020,Калмыкия,1392,1014,21,0,30,18
29.12.2020,Вологодская обл.,22725,17967,410,15,351,366
24.12.2020,Коми,28377,25347,542,8,305,375
17.02.2021,Тульская обл.,31603,29198,1161,8,142,153
27.06.2021,Чечня,12687,12311,152,0,32,11
27.04.2020,Амурская обл.,40,5,0,0,4,0
01.11.2020,Дагестан,16133,14477,781,2,87,91
20.03.2020,Ставропольский край,0,0,0,0,0,0
26.11.2020,Адыгея,7690,6244,63,1,79,66
27.03.2020,Забайкальский край,1,1,0,0,0,0
22.07.2020,Приморский край,5838,4350,66,1,104,94
26.05.2021,Камчатский край,14648,14019,231,0,7,11
14.02.2021,Бурятия,32191,29794,689,1,105,83
12.03.2021,Саратовская обл.,51698,46521,707,7,171,152
03.03.2021,Калининградская обл.,28497,25857,265,5,87,112
01.06.2021,Северная Осетия,17012,16397,214,2,8,4
05.12.2020,Орловская обл.,16820,14808,211,3,152,273
30.04.2021,Нижегородская обл.,113967,109280,3180,16,171,189
03.02.2021,Оренбургская обл.,34555,30752,492,5,154,156
22.04.2021,Красноярский край,69422,64031,3416,10,116,102
04.11.2020,Кемеровская обл.,16018,11820,238,4,195,234
28.05.2021,Санкт-Петербург,437192,402723,14226,33,840,1172
15.03.2020,Марий Эл,0,0,0,0,0,0
30.05.2021,Свердловская обл.,89200,83095,3414,11,99,101
29.03.2021,Татарстан,19348,16120,412,0,38,9
19.04.2021,Еврейская АО,4463,4273,125,0,1,1
30.05.2020,Волгоградская обл.,2868,981,18,0,154,69
26.08.2020,Пермский край,7580,5314,203,1,57,40
11.06.2020,Удмуртия,1031,516,12,0,20,14
03.05.2020,Костромская обл.,253,45,3,0,12,3
27.10.2020,Краснодарский край,16854,11455,395,4,120,44
05.06.2021,Тыва,15984,15709,203,0,5,1
18.07.2020,Курганская обл.,1703,817,3,0,50,21
27.12.2020,Тверская обл.,21320,16848,444,0,238,402
26.04.2021,ХМАО – Югра,55805,54469,791,1,54,43
07.10.2020,Ульяновская обл.,16452,13701,173,0,148,47
22.10.2020,Ленинградская обл.,10269,6096,107,0,109,42
26.10.2021,Ростовская обл.,152981,129010,7583,28,599,543
23.03.2020,Саха (Якутия),7,0,0,0,0,0
11.01.2021,Мордовия,14434,11965,103,2,85,72
30.09.2021,Рязанская обл.,42313,38680,1116,3,138,122
23.11.2021,Новосибирская обл.,79958,56708,3694,15,400,111
24.08.2020,Белгородская обл.,7074,6185,51,0,41,13
06.08.2020,Новгородская обл.,3859,2683,72,0,16,48
29.08.2021,Тыва,24709,19477,245,0,66,37
29.10.2021,Архангельская обл.,99499,92418,1252,8,426,498
13.01.2021,Магаданская обл.,7403,6943,72,1,27,25
12.08.2021,Московская обл.,402204,334403,7542,24,1143,1808
10.07.2020,Астраханская обл.,3842,2559,35,0,36,44
16.04.2020,Воронежская обл.,89,20,1,0,14,1
11.09.2020,Пензенская обл.,9121,8189,116,1,92,41
21.08.2021,Башкортостан,54047,49998,975,11,294,271
05.03.2021,Саха (Якутия),32748,31363,518,1,39,55
06.04.2020,Дагестан,30,4,0,0,5,4
31.05.2020,Северная Осетия,2957,1952,46,0,50,34
12.04.2020,Саратовская обл.,42,2,0,0,7,0
13.07.2020,Хакасия,2374,1748,19,0,45,10
06.07.2020,Липецкая обл.,3992,2561,18,0,34,0
17.04.2020,Бурятия,103,24,2,0,3,0
28.03.2021,Забайкальский край,40883,39390,588,0,55,70
21.07.2021,Тюменская обл.,43829,41090,908,6,263,243
21.05.2020,Камчатский край,554,153,2,0,18,10
02.05.2020,Костромская обл.,241,42,3,0,14,9
07.06.2020,Коми,1564,885,26,0,46,10
28.10.2020,Краснодарский край,16987,11512,401,6,133,57
12.03.2020,Еврейская АО,0,0,0,0,0,0
31.05.2020,Волгоградская обл.,3026,1023,19,1,158,42
04.05.2021,Ингушетия,15476,13595,187,0,11,0
21.10.2020,Ленинградская обл.,10160,6054,107,0,106,39
08.10.2020,Ульяновская обл.,16600,13788,173,0,148,87
22.10.2021,Удмуртия,60182,48654,2416,11,382,321
17.07.2020,Курганская обл.,1653,796,3,0,52,26
24.06.2021,Карелия,49027,47057,610,3,126,77
08.06.2020,Алтай,180,101,0,0,8,1
27.05.2021,Санкт-Петербург,436352,401551,14193,31,836,1391
25.04.2021,Еврейская АО,4467,4281,127,1,0,0
24.08.2020,Пермский край,7468,5232,199,1,59,27
02.02.2021,Оренбургская обл.,34401,30596,487,6,156,167
21.04.2021,Красноярский край,69306,63929,3406,12,118,99
05.11.2020,Кемеровская обл.,16216,11949,243,5,198,129
29.04.2021,Нижегородская обл.,113796,109091,3164,12,174,195
21.12.2020,Тверская обл.,19902,14407,432,0,234,102
03.08.2021,Москва,1513892,1370145,25850,71,1952,3759
20.04.2021,ХМАО – Югра,55429,54102,789,1,59,63
02.11.2020,Чувашия,10016,8541,152,3,60,17
27.08.2021,Марий Эл,17732,15927,475,5,61,52
29.05.2021,Свердловская обл.,89101,82994,3403,11,96,100
29.03.2020,Саха (Якутия),15,0,0,0,1,0
13.04.2020,Саратовская обл.,44,4,0,0,2,2
28.09.2021,Рязанская обл.,42040,38439,1110,10,132,116
30.05.2020,Северная Осетия,2907,1918,46,3,49,160
13.08.2021,Дагестан,44316,39563,1957,11,203,183
23.05.2020,Крым,324,152,3,0,10,22
11.07.2021,Адыгея,15382,14593,267,3,39,22
20.05.2020,Камчатский край,536,143,2,0,21,9
29.03.2021,Забайкальский край,40940,39406,589,1,57,16
29.09.2021,Бурятия,58774,50398,1846,4,89,122
25.08.2020,Белгородская обл.,7117,6257,51,0,43,72
19.08.2021,Башкортостан,53460,49139,952,11,291,386
24.11.2021,Новосибирская обл.,80352,56806,3705,11,394,98
07.03.2021,Саха (Якутия),32825,31473,522,1,39,73
08.04.2021,Калмыкия,20136,19289,322,2,20,26
12.07.2020,Липецкая обл.,4190,2847,19,0,32,0
27.10.2021,Ростовская обл.,153590,129570,7615,32,609,560
12.09.2020,Пензенская обл.,9211,8234,117,1,90,45
19.07.2021,Тюменская обл.,43304,40599,896,14,258,169
17.04.2020,Воронежская обл.,108,24,1,0,19,4
09.07.2020,Астраханская обл.,3806,2515,35,0,33,44
11.08.2021,Московская обл.,401061,332595,7518,27,1054,2055
28.10.2021,Архангельская обл.,99073,91920,1244,2,411,541
14.01.2021,Магаданская обл.,7431,6970,73,1,28,27
07.08.2020,Новгородская обл.,3872,2716,72,0,13,33
10.11.2021,Ненецкий АО,2925,2709,66,1,16,7
23.08.2021,Омская обл.,70167,58745,1843,11,387,231
08.11.2021,Тамбовская обл.,50026,47109,1186,13,209,201
30.09.2021,Челябинская обл.,96033,82884,3390,24,381,281
01.06.2021,Волгоградская обл.,59886,57120,1319,7,91,89
01.07.2020,Хабаровский край,4300,2182,29,0,79,21
27.05.2020,Кировская обл.,1438,836,10,2,68,32
05.08.2020,Кабардино-Балкария,6055,5615,71,0,16,18
07.04.2021,Самарская обл.,57131,53896,1166,10,198,208
26.12.2020,Калининградская обл.,16703,14229,162,0,210,415
23.11.2021,Ленинградская обл.,87699,68492,2737,7,432,438
01.10.2021,Томская обл.,43749,36654,565,0,97,56
12.06.2021,Костромская обл.,21935,19223,498,2,39,44
25.12.2020,Ямало-Ненецкий АО,31068,23471,316,2,175,235
31.08.2021,Сахалинская обл.,30593,29119,212,0,90,176
01.06.2020,Свердловская обл.,5732,2337,29,2,283,164
14.08.2020,Татарстан,6018,4887,28,0,30,31
29.07.2021,Иркутская обл.,84629,72358,3655,29,398,211
03.07.2020,Севастополь,236,185,4,0,0,0
25.07.2021,Курская обл.,45307,42639,1060,6,193,99
23.07.2020,Псковская обл.,3486,2341,48,2,32,42
21.02.2021,Карачаево-Черкессия,18759,17035,61,1,45,42
22.08.2021,Ивановская обл.,44103,40412,1447,2,127,119
07.05.2021,Кировская обл.,42543,39945,353,0,66,67
09.04.2020,Чувашия,17,1,0,0,2,0
18.05.2020,Санкт-Петербург,10887,2209,90,5,425,34
25.05.2021,Камчатский край,14641,14008,231,0,7,8
12.06.2021,Амурская обл.,23004,22353,296,1,38,29
09.01.2021,Алтайский край,34764,32204,961,8,199,223
21.07.2020,Приморский край,5734,4256,65,2,94,70
10.09.2020,Брянская обл.,8533,6992,35,0,36,38
28.03.2020,Забайкальский край,1,1,0,0,0,0
16.04.2021,Калужская обл.,33290,31218,300,0,63,79
28.12.2020,Вологодская обл.,22374,17601,395,4,361,375
15.04.2021,Калининградская обл.,30965,28839,357,2,41,75
31.05.2021,Северная Осетия,17004,16393,212,0,9,0
02.07.2020,Чукотский АО,138,130,1,0,0,0
30.04.2021,Хакасия,22355,21552,526,3,20,9
13.03.2021,Саратовская обл.,51870,46684,714,7,172,163
19.02.2021,Тульская обл.,31881,29495,1176,8,138,143
29.04.2020,Амурская обл.,46,10,0,0,5,0
14.11.2021,Карелия,78675,74401,1026,5,333,311
18.09.2020,Смоленская обл.,6392,5612,137,0,14,16
06.04.2021,Владимирская обл.,30394,27488,1018,5,67,75
11.06.2021,Карачаево-Черкессия,20580,20235,156,1,11,7
20.04.2021,Мурманская обл.,50100,47494,1138,1,28,14
29.06.2021,Воронежская обл.,90238,85448,3198,5,271,265
22.10.2020,Новосибирская обл.,15686,13353,548,6,180,94
25.10.2021,Мордовия,30843,25946,677,5,143,100
11.12.2020,Орловская обл.,17810,15734,221,2,171,236
07.08.2021,Ярославская обл.,51120,44348,885,6,196,110
10.09.2020,Камчатский край,3996,3205,43,1,15,3
10.04.2021,Приморский край,42849,40133,694,1,46,102
17.09.2021,Вологодская обл.,65573,59016,1760,6,228,224
17.07.2021,Тюменская обл.,42791,40265,853,16,253,166
10.07.2020,Липецкая обл.,4125,2813,19,0,32,41
20.09.2020,Северная Осетия,5474,4609,68,0,34,2
01.07.2020,Саратовская обл.,6546,3550,44,1,102,206
17.08.2021,Башкортостан,52879,48305,929,12,289,307
09.03.2021,Саха (Якутия),32900,31522,526,2,37,21
08.11.2020,Калмыкия,9846,6977,111,0,98,111
04.07.2020,Дагестан,8080,6067,389,3,55,70
25.07.2020,Владимирская обл.,5433,5103,123,2,31,82
20.03.2020,Астраханская обл.,0,0,0,0,0,0
